clave	concepto	unidad	precio
OG12BG	Suministro, instalación y pruebas de toma domiciliaria, incluye: abrazadera de P.V.C. con derivación roscada de 150 X 13 mm válvula de inserción, adaptador de compresión y 6 m de tubo de PEAD, de 13 mm de diámetro.	toma	510.89
OH	Obras complementarias.		
OH12	Represas.		
OH12BC	Suministro y colocación de costales de plástico rellenos con tepetate para represas de control de agua, incluye: los materiales, la mano de obra, acarreo libre la herramienta y el equipo necesarios para la correcta ejecución de los trabajos.	pieza	38.05
OH13	Muros secos.		
OH13BB	Construcción de muro seco, formado con material recolectado en la obra (piedra, block), incluye: la mano de obra, la herramienta y el equipo necesarios para la correcta ejecución de los trabajos, medido colocado.	m3	304.77
OH15	Atraques de concreto.		
OH15B	Atraques de concreto hidráulico resistencia normal f´c= 150kg/cm2, incluye: materiales, mano de obra, herramienta y equipo necesarios.		
OH15BB	Atraque de concreto hidráulico resistencia normal f'c= 150 kg/cm2, de 0.50 x 0.20 x 0.20 m, para tubo de 102 mm de diámetro.	pieza	111.79
OH15BD	Atraque de concreto hidráulico resistencia normal f'c= 150 kg/cm2, de 0.65 x 0.30 x 0.30 m, para tubo de 150 mm de diámetro.	pieza	265.40
OH15BF	Atraque de concreto hidráulico resistencia normal f'c= 150 kg/cm2, de 0.90 x 0.40 x 0.40 m, para tubo de 203 mm de diámetro.	pieza	548.07
OH15BH	Atraque de concreto hidráulico resistencia normal f'c= 150 kg/cm2, de 0.90 x 0.50 x 0.50 m, para tubo de 254 mm de diámetro.	pieza	853.86
OH15BK	Atraque de concreto hidráulico resistencia normal f'c= 150 kg/cm2, de 1.15 x 0.65 x 0.65 m, para tubo de 305 mm de diámetro.	pieza	1,663.74
OJ	Suministro e instalación de piezas especiales de fierro fundido en cualquier zona, incluye: las piezas especiales de fierro fundido, la mano de obra para la presentación, instalación, atornillado, pruebas, limpieza, la herramienta y el equipo necesarios para la correcta ejecución de los trabajos. Norma de Construcción de la Administración Pública de la Ciudad de México 3.01.01.025.		
OJ12B	Suministro e instalación de abrazaderas de inserción completas, incluye: tornillos, tuercas y empaques		
OJ12BI	Abrazadera de fierro fundido para inserción de 51 mm ( 2" ) de diámetro.	pieza	272.83
OJ12BJ	Abrazadera de fierro fundido para inserción de 63 mm (2 1/2") de diámetro.	pieza	316.55
OJ12BK	Abrazadera de fierro fundido para inserción de 76 mm ( 3" ) de diámetro.	pieza	368.50
OJ12BM	Abrazadera de fierro fundido para inserción de 101 mm ( 4" ) diámetro.	pieza	428.39
OJ12BO	Abrazadera de fierro fundido para inserción de 152 mm ( 6" ) de diámetro.	pieza	458.46
OJ12BQ	Abrazadera de fierro fundido para inserción de 203 mm ( 8" ) de diámetro.	pieza	607.83
OJ12BR	Abrazadera de fierro fundido para inserción de 254 mm ( 10" ) de diámetro.	pieza	821.21
OJ12BS	Abrazadera de fierro fundido para inserción de 305 mm ( 12" ) de diámetro.	pieza	1,132.74
OJ13B	Suministro e instalación de carretes cortos de fierro fundido de 25 cm de longitud.		
OJ13BB	Carrete corto de fierro fundido de 51 mm ( 2" ) de diámetro.	pieza	886.56
OJ13BC	Carrete corto de fierro fundido de 63 mm ( 2 1/2") de diámetro.	pieza	1,128.85
OJ13BD	Carrete corto de fierro fundido de 76 mm ( 3" ) de diámetro.	pieza	1,496.85
OJ13BE	Carrete corto de fierro fundido de 101 mm ( 4" ) de diámetro.	pieza	1,832.05
OJ13BF	Carrete corto de fierro fundido de 152 mm ( 6" ) de diámetro.	pieza	2,734.16
OJ13BG	Carrete corto de fierro fundido de 203 mm ( 8" ) de diámetro.	pieza	4,019.40
OJ13BH	Carrete corto de fierro fundido de 254 mm ( 10" ) de diámetro.	pieza	5,400.28
OJ13BI	Carrete corto de fierro fundido de 305 mm ( 12" ) diámetro.	pieza	7,472.51
OJ13BJ	Carrete corto de fierro fundido de 356 mm ( 14" ) de diámetro.	pieza	11,669.78
OJ13BK	Carrete corto de fierro fundido de 406 mm ( 16" ) de diámetro.	pieza	14,886.06
OJ13BL	Carrete corto de fierro fundido de 457 mm ( 18" ) de diámetro.	pieza	15,431.68
OJ13BM	Carrete corto de fierro fundido de 508 mm ( 20" ) de diámetro.	pieza	20,196.36
OJ13BN	Carrete corto de fierro fundido de 610 mm ( 24" ) de diámetro.	pieza	27,553.67
OJ13BP	Carrete corto de fierro fundido de 762 mm ( 30" ) de diámetro.	pieza	43,949.35
OJ13BQ	Carrete corto de fierro fundido de 914 mm ( 36" ) de diámetro.	pieza	66,164.62
OJ13C	Suministro e instalación de carretes largos de fierro fundido de 50 cm de longitud.		
OJ13CB	Carrete largo de fierro fundido de51 mm ( 2" ) de diámetro.	pieza	1,255.46
OJ13CC	Carrete largo de fierro fundido de 63 mm (2 1/2") de diámetro.	pieza	1,621.64
OJ13CD	Carrete largo de fierro fundido de 76 mm ( 3" ) de diámetro.	pieza	2,234.65
OJ13CE	Carrete largo de fierro fundido de 101 mm ( 4" ) de diámetro.	pieza	2,835.27
OJ13CF	Carrete largo de fierro fundido de 152 mm ( 6" ) de diámetro.	pieza	4,019.40
OJ13CG	Carrete largo de fierro fundido de 203 mm ( 8" ) de diámetro.	pieza	5,892.15
OJ13CH	Carrete largo de fierro fundido de 254 mm ( 10" ) de diámetro.	pieza	7,967.11
OJ13CI	Carrete largo de fierro fundido de 305 mm ( 12" ) de diámetro.	pieza	11,346.42
OJ13CJ	Carrete largo de fierro fundido de 356 mm ( 14" ) de diámetro.	pieza	16,502.29
OJ13CK	Carrete largo de fierro fundido de 406 mm ( 16" ) de diámetro.	pieza	20,869.92
OJ13CL	Carrete largo de fierro fundido de 457 mm ( 18" ) de diámetro.	pieza	22,066.59
OJ13CM	Carrete largo de fierro fundido de 508 mm ( 20" ) de diámetro.	pieza	28,894.48
OJ13CN	Carrete largo de fierro fundido de 610 mm ( 24" ) de diámetro.	pieza	38,838.95
OJ13CP	Carrete largo de fierro fundido de 762 mm ( 30" ) de diámetro.	pieza	61,939.55
OJ13CQ	Carrete largo de fierro fundido de 914 mm ( 36" ) de diámetro.	pieza	112,979.97
OJ14B	Suministro e instalación de tapas ciegas de fierro fundido.		
OJ14BB	Tapa ciega de fierro fundido de 51 mm ( 2" ) de diámetro.	pieza	322.95
OJ14BC	Tapa ciega de fierro fundido de 63 mm (2 1/2") de diámetro.	pieza	412.22
OJ14BD	Tapa ciega de fierro fundido de 76 mm ( 3" ) de diámetro.	pieza	513.33
OJ14BE	Tapa ciega de fierro fundido de 101 mm ( 4" ) de diámetro.	pieza	735.58
OJ14BF	Tapa ciega de fierro fundido de 152 mm ( 6" ) de diámetro.	pieza	1,120.88
OJ14BG	Tapa ciega de fierro fundido de 203 mm ( 8" ) de diámetro.	pieza	1,860.63
OJ14BH	Tapa ciega de fierro fundido de 254 mm ( 10" ) de diámetro.	pieza	2,669.49
OJ14BI	Tapa ciega de fierro fundido de 304 mm ( 12" ) de diámetro.	pieza	3,463.77
OJ14BJ	Tapa ciega de fierro fundido de 356 mm ( 14" ) de diámetro.	pieza	6,123.52
OJ14BK	Tapa ciega de fierro fundido de 406 mm ( 16" ) de diámetro.	pieza	8,326.91
OJ14BL	Tapa ciega de fierro fundido de 457 mm ( 18" ) de diámetro.	pieza	10,003.82
OJ14BM	Tapa ciega de fierro fundido de 508 mm ( 20" ) de diámetro.	pieza	13,237.52
OJ14BN	Tapa ciega de fierro fundido de 610 mm ( 24" ) de diámetro.	pieza	23,141.63
OJ14BO	Tapa ciega de fierro fundido de 762 mm ( 30" ) de diámetro.	pieza	47,109.42
OJ14BP	Tapa ciega de fierro fundido de 914 mm ( 36" ) de diámetro.	pieza	79,409.83
OJ15B	Suministro e instalación de bridas de fierro fundido, roscadas.		
OJ15BB	Brida de fierro fundido con rosca de 51 mm ( 2" ) de diámetro.	pieza	416.52
OJ15BC	Brida de fierro fundido con rosca de 63 mm (2 1/2") de diámetro.	pieza	499.27
OJ15BD	Brida de fierro fundido con rosca de 76 mm ( 3" ) de diámetro.	pieza	624.20
OJ15BE	Brida de fierro fundido con rosca de 101 mm ( 4" ) de diámetro.	pieza	760.18
OJ15BF	Brida de fierro fundido con rosca de 152 mm ( 6") de diámetro.	pieza	1,154.58
OJ15BG	Brida de fierro fundido con rosca de 203 mm ( 8" ) de diámetro.	pieza	1,774.66
OJ15BH	Brida de fierro fundido con rosca de 254 mm ( 10" ) de diámetro.	pieza	2,638.17
OJ15BI	Brida de fierro fundido con rosca de 305 mm ( 12" ) de diámetro.	pieza	3,387.82
OJ16B	Suministro e instalación de codos de fierro fundido, de 11° 15' bridados.		
OJ16BB	Codo de fierro fundido, de 11° 15' X 5 1 mm ( 2" ) de diámetro.	pieza	728.98
OJ16BC	Codo de fierro fundido, de 11° 15' X 63 mm (2 1/2") de diámetro.	pieza	955.79
OJ16BD	Codo de fierro fundido, de 11° 15' X 76 mm ( 3" ) de diámetro.	pieza	1,186.24
OJ16BE	Codo de fierro fundido, de 11° 15' X 101 mm ( 4" ) de diámetro.	pieza	1,996.91
OJ16BF	Codo de fierro fundido, de 11° 15' X 152 mm ( 6" ) de diámetro.	pieza	2,757.55
OJ16BG	Codo de fierro fundido, de 11° 15' X 203 mm ( 8" ) de diámetro.	pieza	4,476.66
OJ16BH	Codo de fierro fundido, de 11° 15' X 254 mm ( 10" ) de diámetro.	pieza	6,526.12
OJ16BI	Codo de fierro fundido, de 11° 15' X 305 mm ( 12" ) de diámetro.	pieza	10,115.62
OJ16BJ	Codo de fierro fundido, de 11° 15' X 355 mm ( 14" ) de diámetro.	pieza	14,645.38
OJ16BK	Codo de fierro fundido, de 11° 15' X 406 mm ( 16" ) de diámetro.	pieza	19,370.78
OJ16BL	Codo de fierro fundido, de 11° 15' X 457 mm ( 18" ) de diámetro.	pieza	23,082.21
OJ16BM	Codo de fierro fundido, de11° 15' X508 mm ( 20" ) de diámetro.	pieza	29,963.46
OJ16BN	Codo de fierro fundido, de 11° 15' X 610 mm ( 24" ) de diámetro.	pieza	43,362.36
OJ16BP	Codo de fierro fundido, de 11° 15' X 762 mm ( 30" ) de diámetro.	pieza	85,171.13
OJ16BQ	Codo de fierro fundido, de 11° 15' X 914 mm ( 36" ) de diámetro.	pieza	131,497.44
OJ16C	Suministro e instalación de codos de fierro fundido, de 22° 30' bridados.		
OJ16CB	Codo de fierro fundido, de 22° 30' X 51 mm ( 2" ) de diámetro.	pieza	728.98
OJ16CC	Codo de fierro fundido, de 22° 30' X 63 mm (2 1/2") de diámetro.	pieza	955.79
OJ16CD	Codo de fierro fundido, de 22° 30' X 76 mm ( 3" ) de diámetro.	pieza	1,186.24
OJ16CE	Codo de fierro fundido, de 22° 30' X 101 mm ( 4" ) de diámetro.	pieza	1,996.91
OJ16CF	Codo de fierro fundido, de 22° 30' X 152 mm ( 6" ) de diámetro.	pieza	2,835.27
OJ16CG	Codo de fierro fundido, de 22° 30' X 203 mm ( 8" ) de diámetro.	pieza	4,476.66
OJ16CH	Codo de fierro fundido, de 22° 30' X 254 mm ( 10" ) de diámetro.	pieza	6,526.12
OJ16CI	Codo de fierro fundido, de 22° 30' X 305 mm ( 12" ) de diámetro.	pieza	10,115.61
OJ16CJ	Codo de fierro fundido, de 22° 30' X 355 mm ( 14" ) de diámetro.	pieza	14,645.38
OJ16CK	Codo de fierro fundido, de 22° 30' X 406 mm ( 16" ) de diámetro.	pieza	19,163.52
OJ16CL	Codo de fierro fundido, de 22° 30' X 457 mm ( 18" ) de diámetro.	pieza	23,082.21
OJ16CM	Codo de fierro fundido, de 22° 30' X 508 mm ( 20" ) de diámetro.	pieza	29,963.44
OJ16CN	Codo de fierro fundido, de 22° 30' X 610 mm ( 24" ) de diámetro.	pieza	43,362.36
OJ16CP	Codo de fierro fundido, de 22° 30' X 762 mm ( 30" ) de diámetro.	pieza	85,171.13
OJ16CQ	Codo de fierro fundido, de 22° 30' X 914 mm ( 36" ) de diámetro.	pieza	131,305.82
OJ16D	Suministro e instalación de codos de fierro fundido, de 45° bridados.		
OJ16DB	Codo de fierro fundido, de 45° X 51 mm ( 2" ) de diámetro.	pieza	728.98
OJ16DC	Codo de fierro fundido, de45° X 63 mm (2 1/2") de diámetro.	pieza	955.79
OJ16DD	Codo de fierro fundido, de 45° X 76 mm ( 3" ) de diámetro.	pieza	1,186.24
OJ16DE	Codo de fierro fundido, de 45° X 101 mm ( 4" ) de diámetro.	pieza	1,996.91
OJ16DF	Codo de fierro fundido, de 45° X 152 mm ( 6" ) de diámetro.	pieza	2,835.27
OJ16DG	Codo de fierro fundido, de 45° X 203 mm ( 8" ) de diámetro.	pieza	4,476.66
OJ16DH	Codo de fierro fundido, de 45° X 254 mm ( 10" ) de diámetro.	pieza	6,526.12
OJ16DI	Codo de fierro fundido, de 45° X 305 mm ( 12" ) de diámetro.	pieza	10,115.61
OJ16DJ	Codo de fierro fundido, de 45° X 355 mm ( 14" ) de diámetro.	pieza	14,645.38
OJ16DK	Codo de fierro fundido, de 45° X 406 mm ( 16" ) de diámetro.	pieza	19,163.52
OJ16DL	Codo de fierro fundido, de 45° X 457 mm ( 18" ) de diámetro.	pieza	23,082.21
OJ16DM	Codo de fierro fundido, de 45° X 508 mm ( 20" ) de diámetro.	pieza	29,963.44
OJ16DN	Codo de fierro fundido, de 45° X 610 mm ( 24" ) de diámetro.	pieza	43,362.37
OJ16DP	Codo de fierro fundido, de 45° X 762 mm ( 30" ) de diámetro.	pieza	85,171.13
OJ16E	Suministro e instalación de codos de fierro fundido, de 90° bridados.		
OJ16EB	Codo de fierro fundido, de 90° X 51 mm ( 2" ) de diámetro.	pieza	836.47
OJ16EC	Codo de fierro fundido, de 90° X 63 mm (2 1/2") de diámetro.	pieza	1,184.42
OJ16ED	Codo de fierro fundido, de 90° X 76 mm ( 3" ) de diámetro.	pieza	1,413.96
OJ16EE	Codo de fierro fundido, de 90° X 101 mm ( 4" ) de diámetro.	pieza	2,204.59
OJ16EF	Codo de fierro fundido, de 90° X 152 mm ( 6" ) de diámetro.	pieza	3,244.25
OJ16EG	Codo de fierro fundido, de 90° X 203 mm ( 8" ) de diámetro.	pieza	5,195.34
OJ16EH	Codo de fierro fundido, de 90° X 254 mm ( 10" ) de diámetro.	pieza	7,964.38
OJ16EI	Codo de fierro fundido, de 90° X 305 mm ( 12" ) de diámetro.	pieza	11,452.77
OJ16EJ	Codo de fierro fundido, de 90° X 355 mm ( 14" ) de diámetro.	pieza	18,653.44
OJ16EK	Codo de fierro fundido, de 90° X 406 mm ( 16" ) de diámetro.	pieza	24,788.16
OJ16EL	Codo de fierro fundido, de 90° X 457 mm ( 18" ) de diámetro.	pieza	34,329.24
OJ16EM	Codo de fierro fundido, de 90° X 508 mm ( 20" ) de diámetro.	pieza	43,538.16
OJ16EN	Codo de fierro fundido, de 90° X 610 mm ( 24" ) de diámetro.	pieza	63,738.34
OJ16EP	Codo de fierro fundido, de 90° X 762 mm ( 30" ) de diámetro.	pieza	105,850.05
OJ16EQ	Codo de fierro fundido, de 90° X 914 mm ( 36" ) de diámetro.	pieza	155,445.15
OJ17B	Suministro e instalación de extremidades de fierro fundido para acoplamiento, clases A-5 y A-7.		
OJ17BB	Extremidad de fierro fundido para acoplamiento, de 51 mm ( 2" ) de diámetro, clases A-5 y A-7.	pieza	833.73
OJ17BC	Extremidad de fierro fundido para acoplamiento, de 63 mm (2 1/2") de diámetro, clases A-5 y A-7.	pieza	1,049.61
OJ17BD	Extremidad de fierro fundido para acoplamiento, de 76 mm ( 3" ) de diámetro, clases A-5 y A-7.	pieza	1,465.88
OJ17BE	Extremidad de fierro fundido para acoplamiento, de 101 mm ( 4" ) de diámetro, clases A-5 y A-7.	pieza	1,831.14
OJ17BF	Extremidad de fierro fundido para acoplamiento, de 152 mm ( 6" ) de diámetro, clases A-5 y A-7.	pieza	2,495.51
OJ17BG	Extremidad de fierro fundido para acoplamiento, de 203 mm ( 8" ) de diámetro, clases A-5 y A-7.	pieza	3,568.52
OJ17BH	Extremidad de fierro fundido para acoplamiento, de 254 mm ( 10" ) de diámetro, clases A-5 y A-7.	pieza	5,015.89
OJ17BI	Extremidad de fierro fundido para acoplamiento, de 305 mm ( 12" ) de diámetro, clases A-5 y A-7.	pieza	6,457.81
OJ17BJ	Extremidad de fierro fundido para acoplamiento, de 355 mm ( 14" ) de diámetro, clases A-5 y A-7.	pieza	10,628.43
OJ17BK	Extremidad de fierro fundido para acoplamiento, de 406 mm ( 16" ) de diámetro, clases A-5 y A-7.	pieza	16,348.51
OJ17BL	Extremidad de fierro fundido para acoplamiento, de 457 mm ( 18" ) de diámetro, clases A-5 y A-7.	pieza	18,556.46
OJ17BM	Extremidad de fierro fundido para acoplamiento, de 508 mm ( 20" ) de diámetro, clases A-5 y A-7.	pieza	23,365.09
OJ17BN	Extremidad de fierro fundido para acoplamiento, de 610 mm ( 24" ) de diámetro, clases A-5 y A-7.	pieza	30,752.26
OJ17BP	Extremidad de fierro fundido para acoplamiento, de 762 mm ( 30" ) de diámetro, clases A-5 y A-7.	pieza	44,266.84
OJ17BQ	Extremidad de fierro fundido para acoplamiento, de 914 mm ( 36" ) de diámetro, clases A-5 y A-7.	pieza	73,156.70
